precision,recall,f1,pr_auc,roc_auc,tn,fp,fn,tp,false_positive_rate,false_negative_rate,model,threshold_type,window_size,adaptive_window_size_config,adaptive_method,adaptive_quantile,adaptive_warmup_trim_percentile,k,configured_k,adaptive_calibrate_k,adaptive_validation_f1,adaptive_validation_recall,adaptive_validation_fpr,validation_monitor_source
0.8052111240190616,0.9973863502877951,0.8910548202174968,0.9851843273524766,0.9478174473324132,816,8216,89,33963,0.9096545615589017,0.0026136497122048632,tcn_ae,adaptive,200,auto,robust_mad,99,95,0.5,2.0,True,0.413477537437604,0.9876352395672334,0.9334318433690432,real_val_plus_val_synthetic
