precision,recall,f1,pr_auc,roc_auc,tn,fp,fn,tp,false_positive_rate,false_negative_rate,model,threshold_type,window_size,adaptive_window_size_config,adaptive_method,adaptive_quantile,adaptive_warmup_trim_percentile,k,configured_k,adaptive_calibrate_k,adaptive_validation_f1,adaptive_validation_recall,adaptive_validation_fpr,validation_monitor_source
0.8331683168316831,0.9982798505249422,0.9082813891362422,0.9992878649973751,0.998783098998245,9246,3370,29,16830,0.26712111604311983,0.0017201494750578325,tcn_ae,adaptive,200,auto,robust_mad,99,95,4.0,4.0,False,,,,real_val_plus_val_synthetic
