precision,recall,f1,pr_auc,roc_auc,tn,fp,fn,tp,false_positive_rate,false_negative_rate,model,threshold_type,window_size,adaptive_window_size_config,adaptive_method,adaptive_quantile,adaptive_warmup_trim_percentile,k,configured_k,adaptive_calibrate_k,adaptive_validation_f1,adaptive_validation_recall,adaptive_validation_fpr,validation_monitor_source
0.9845184710655562,0.9727819390231037,0.9786150172459538,0.999416968422584,0.9692571884047778,35,145,258,9221,0.8055555555555556,0.0272180609768963,tcn_transformer_ae,adaptive,200,auto,robust_mad,95,95,0.5,2.0,True,0.48109965635738833,0.8045977011494253,0.4908424908424908,real_val_plus_val_synthetic
