precision,recall,f1,pr_auc,roc_auc,tn,fp,fn,tp,false_positive_rate,false_negative_rate,model,threshold_type,window_size,adaptive_window_size_config,adaptive_method,adaptive_quantile,adaptive_warmup_trim_percentile,k,configured_k,adaptive_calibrate_k,adaptive_validation_f1,adaptive_validation_recall,adaptive_validation_fpr,validation_monitor_source
0.44387755102040816,0.03625,0.06702619414483821,0.2952941874424233,0.5086963519313303,5716,109,2313,87,0.018712446351931332,0.96375,tcn_transformer_ae,adaptive,200,auto,robust_mad,95,95,0.5,2.0,True,0.8878659547044743,0.8421236465246246,0.017867303971776487,real_val_plus_val_synthetic
