precision,recall,f1,pr_auc,roc_auc,tn,fp,fn,tp,false_positive_rate,false_negative_rate,oracle_perfect_possible,oracle_perfect_threshold,oracle_best_f1,oracle_best_recall,oracle_best_specificity,oracle_best_fp,oracle_best_fn,oracle_best_threshold,test_exact_recall_threshold,test_exact_recall_note,test_exact_precision,test_exact_recall,test_exact_f1,test_exact_fp,test_exact_fn,test_fp_cost_to_recall_1,test_recovered_fn_to_recall_1,model,threshold_type,threshold,raw_threshold,raw_threshold_note,safe_threshold,safe_threshold_note,was_safety_applied,val_precision,val_recall,val_f1,val_fp,val_fn,raw_val_fp,raw_val_fn,safe_val_fp,safe_val_fn,validation_monitor_source,ensemble_members,ensemble_seeds,window_size,adaptive_window_size_config,adaptive_method,adaptive_quantile,adaptive_warmup_trim_percentile,k,configured_k,adaptive_calibrate_k,adaptive_validation_f1,adaptive_validation_recall,adaptive_validation_fpr
0.3333333333333333,0.1802469135802469,0.2339743589743589,0.2113514554721322,0.6072154595562064,14422,146,332,73,0.0100219659527732,0.8197530864197531,False,,0.2935010482180293,0.1728395061728395,0.9998627127951676,2.0,335.0,594.5126953125,-0.0091699408367276,recall_lock_min_anomaly,0.0270486876377479,1.0,0.0526726492391728,14568.0,0.0,14422.0,332.0,tcn_ae,quantile,0.8130042964220033,0.8130042964220033,train_q99,-0.0111349280923604,min_recall_0.99_fn_budget_72,False,0.9472003929273084,0.5303905390539054,0.6800070521861777,215.0,3415.0,215.0,3415.0,21864.0,0.0,real_val_plus_val_synthetic,,,,,,,,,,,,,
0.0270486876377479,1.0,0.0526726492391728,0.194584812807936,0.5863318723262892,0,14568,0,405,1.0,0.0,False,,0.2928870292887029,0.1728395061728395,0.9997940691927512,3.0,335.0,0.0167583990842103,-5e-324,recall_lock_min_anomaly,0.0270486876377479,1.0,0.0526726492391728,14568.0,0.0,0.0,0.0,tcn_transformer_ae,quantile,0.0,0.0,train_q99,-5e-324,min_recall_0.99_fn_budget_72,False,0.2495881383855024,1.0,0.3994726433750824,21864.0,0.0,21864.0,0.0,21864.0,0.0,real_val_plus_val_synthetic,,,,,,,,,,,,,
0.0270486876377479,1.0,0.0526726492391728,0.1949669896147642,0.5863335672300526,0,14568,0,405,1.0,0.0,False,,0.2935010482180293,0.1728395061728395,0.9998627127951676,2.0,335.0,0.0130536211654543,-5e-324,recall_lock_min_anomaly,0.0270486876377479,1.0,0.0526726492391728,14568.0,0.0,0.0,0.0,tcn_transformer_ae_ensemble,spot,0.0,0.0,spot_fallback_quantile,-5e-324,min_recall_0.99_fn_budget_72,False,0.2495881383855024,1.0,0.3994726433750824,21864.0,0.0,21864.0,0.0,21864.0,0.0,real_val_plus_val_synthetic,3.0,42 43 44,,,,,,,,,,,
0.958904109589041,0.1728395061728395,0.2928870292887029,0.194584812807936,0.5863318723262892,14565,3,335,70,0.0002059308072487,0.8271604938271605,,,,,,,,,,,,,,,,,,tcn_transformer_ae,adaptive,,,,,,,,,,,,,,,,real_val_plus_val_synthetic,,,200.0,auto,robust_mad,95.0,95.0,4.0,4.0,False,,,
