precision,recall,f1,pr_auc,roc_auc,tn,fp,fn,tp,false_positive_rate,false_negative_rate,model,threshold_type,window_size,adaptive_window_size_config,adaptive_method,adaptive_quantile,adaptive_warmup_trim_percentile,k,configured_k,adaptive_calibrate_k,adaptive_validation_f1,adaptive_validation_recall,adaptive_validation_fpr,validation_monitor_source
0.958904109589041,0.1728395061728395,0.2928870292887029,0.19458481280793602,0.5863318723262892,14565,3,335,70,0.00020593080724876442,0.8271604938271605,tcn_transformer_ae,adaptive,200,auto,robust_mad,95,95,4.0,4.0,False,,,,real_val_plus_val_synthetic
