precision,recall,f1,pr_auc,roc_auc,tn,fp,fn,tp,false_positive_rate,false_negative_rate,dataset,model,threshold_type,percentile,threshold,train_score_min,train_score_median,train_score_max,test_score_min,test_score_median,test_score_max
0.3333333333333333,0.18024691358024691,0.23397435897435898,0.21135145547213222,0.6072154595562064,14422,146,332,73,0.010021965952773201,0.8197530864197531,loghub2,tcn_ae,train_quantile_sweep,99.0,0.8130042964220033,-0.00916994083672762,0.0,38681.7265625,-0.00916994083672762,0.0,6021362.5
0.19047619047619047,0.18765432098765433,0.1890547263681592,0.21135145547213222,0.6072154595562064,14245,323,329,76,0.022171883580450302,0.8123456790123457,loghub2,tcn_ae,train_quantile_sweep,98.0,0.6274834275245667,-0.00916994083672762,0.0,38681.7265625,-0.00916994083672762,0.0,6021362.5
0.15037593984962405,0.19753086419753085,0.17075773745997866,0.21135145547213222,0.6072154595562064,14116,452,325,80,0.031026908292147173,0.8024691358024691,loghub2,tcn_ae,train_quantile_sweep,97.0,0.36679720878601074,-0.00916994083672762,0.0,38681.7265625,-0.00916994083672762,0.0,6021362.5
0.10429447852760736,0.20987654320987653,0.13934426229508196,0.21135145547213222,0.6072154595562064,13838,730,320,85,0.05010982976386601,0.7901234567901234,loghub2,tcn_ae,train_quantile_sweep,95.0,0.16200223565101624,-0.00916994083672762,0.0,38681.7265625,-0.00916994083672762,0.0,6021362.5
0.06336260978670012,0.24938271604938272,0.10105052526263132,0.21135145547213222,0.6072154595562064,13075,1493,304,101,0.10248489840746842,0.7506172839506173,loghub2,tcn_ae,train_quantile_sweep,90.0,0.0825294703245163,-0.00916994083672762,0.0,38681.7265625,-0.00916994083672762,0.0,6021362.5
0.04664823773324119,0.3333333333333333,0.08184298272203698,0.21135145547213222,0.6072154595562064,11809,2759,270,135,0.189387699066447,0.6666666666666666,loghub2,tcn_ae,train_quantile_sweep,85.0,0.07335950434207916,-0.00916994083672762,0.0,38681.7265625,-0.00916994083672762,0.0,6021362.5
0.04527687296416938,0.3432098765432099,0.08,0.21135145547213222,0.6072154595562064,11637,2931,266,139,0.20119439868204284,0.6567901234567901,loghub2,tcn_ae,train_quantile_sweep,80.0,0.06549955904483795,-0.00916994083672762,0.0,38681.7265625,-0.00916994083672762,0.0,6021362.5
0.04218426501035197,0.4024691358024691,0.07636448817053174,0.21135145547213222,0.6072154595562064,10867,3701,242,163,0.254049972542559,0.5975308641975309,loghub2,tcn_ae,train_quantile_sweep,75.0,0.05698460340499878,-0.00916994083672762,0.0,38681.7265625,-0.00916994083672762,0.0,6021362.5
